ERROR [2022-03-04 09:04:35,492] root 10749 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Sem modo de Ação]
INFO [2022-03-04 09:06:38,745] root 10805 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 09:06:38,752] root 10805 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Sem modo de Ação]
INFO [2022-03-04 09:07:30,494] root 10875 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 09:07:30,501] root 10875 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Sem modo de Ação]
INFO [2022-03-04 09:08:07,390] root 10898 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 09:08:07,397] root 10898 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Sem modo de Ação]
INFO [2022-03-04 09:08:18,750] root 10913 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
INFO [2022-03-04 09:10:03,385] root 10982 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
INFO [2022-03-04 09:10:07,630] root 10997 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 09:10:07,638] root 10997 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Sem modo de Ação]
INFO [2022-03-04 09:10:10,711] root 11006 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
ERROR [2022-03-04 09:10:10,718] root 11006 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [Sem modo de Ação]
INFO [2022-03-04 09:10:12,182] root 11009 /home/CECULAR/MD-SPIDER/projecto-final-curso-main/MD-SPIDER/spider [[Start on -Linux-5.15.0-kali3-amd64-x86_64-with-glibc2.33 ]]
